STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,BEL,Belgium,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2017,,5.5965292842,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,BEL,Belgium,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,4.3382027446,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,BEL,Belgium,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2015,,4.6012269939,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2007,,26.612602268,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2006,,27.075022305,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2005,,27.706054851,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2004,,28.180527746,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2022,,17.611295716,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2021,,17.951335353,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2020,,18.068700647,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2019,,19.446543075,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2018,,20.078482969,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2017,,20.651262868,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2016,,20.989137802,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2015,,22.251296539,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2014,,23.036545073,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2010,,26.540380395,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2009,,27.594731682,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2008,,28.627330863,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2007,,30.796713112,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2006,,30.407137019,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2005,,30.531300873,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2004,,31.95461923,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2022,,15.936575325,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2021,,17.295703328,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2020,,17.534303715,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2019,,17.569123352,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2018,,18.113590462,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2017,,18.700901059,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,19.026771826,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2015,,21.877408273,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2014,,22.918722365,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2013,,23.326660644,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2012,,24.450791796,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2009,,19.355965917,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2013,,23.311910754,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2001,,22.801817823,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2000,,23.141943088,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2022,,12.143697036,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2021,,12.157208488,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2020,,12.381539673,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2019,,14.011740808,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2018,,14.876690892,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2017,,15.38215397,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2016,,15.670899643,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2015,,17.04325299,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2014,,17.728884245,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2013,,18.053211411,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2012,,18.185056843,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2011,,18.550554118,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2010,,19.188862682,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2012,,23.337728001,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2011,,23.920956,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2008,,20.917320274,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2007,,21.634276366,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2006,,21.855130427,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2005,,22.032085753,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2004,,22.430792158,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2003,,21.136921977,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUT,Austria,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2002,,24.48922362,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2012,,24.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2011,,26.160337553,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2010,,27.260869565,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,1976,,20.754716981,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,1975,,21.582733813,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2021,,10.470245305,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2020,,10.533333333,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,1999,,23.461538462,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,1998,,24.265603385,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2017,,,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,33.333333333,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2016,,12.755307692,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2016,,1.1956521739,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2008,,42.857142857,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2007,,42.857142857,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2023,,17.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2022,,14.285714286,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2021,,30.555555556,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2020,,22.944444445,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,COL,Colombia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2019,,37.5,,,,A,Normal value,0,Units,1,One
