STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,OPTIONALITY,Optionality,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1991,,55.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1992,,54.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1993,,56.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1994,,56.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1995,,55.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1996,,55,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1997,,56.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1998,,55.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1999,,56.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2000,,56.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2001,,56.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2002,,56.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2003,,55.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2004,,56.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2005,,57,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2006,,57.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2007,,58.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2008,,58.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2009,,58.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2010,,58.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2011,,58.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2012,,58,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2013,,58.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2014,,58.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2015,,58.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2016,,59.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2017,,59.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2018,,59.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2019,,59.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2020,,60.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2021,,60.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,ELMEA,Effective labour market exit age,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2022,,61.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CAN,Canada,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2014,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CAN,Canada,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2018,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CAN,Canada,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2020,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CAN,Canada,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2022,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DNK,Denmark,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y65T69,From 65 to 69 years,_Z,Not applicable,2014,,15.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DNK,Denmark,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y65T69,From 65 to 69 years,_Z,Not applicable,2018,,19.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DNK,Denmark,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y65T69,From 65 to 69 years,_Z,Not applicable,2020,,22.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DNK,Denmark,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y65T69,From 65 to 69 years,_Z,Not applicable,2022,,24.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FIN,Finland,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,_Z,Not applicable,2014,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FIN,Finland,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,_Z,Not applicable,2018,,67.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FIN,Finland,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,_Z,Not applicable,2020,,68,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FIN,Finland,A,Annual,FRPLF22,Future retirement age for a person who entered the labour force at age 22,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,_Z,Not applicable,2022,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,GPRR100,Gross pension replacement rate at 100% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2022,,80.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1970,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1971,,13.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1972,,13.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1973,,13.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1974,,13.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1975,,13.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1976,,13.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1977,,14,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1978,,14.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1979,,14.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1980,,14.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1981,,14.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1982,,14.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1983,,15,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1984,,15.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1985,,15.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1986,,15.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1987,,16.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1988,,16.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1989,,16.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1990,,17.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1991,,17.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1992,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1993,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1994,,18.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1995,,18.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1996,,18.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1997,,18.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1998,,19.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1999,,19,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2000,,18.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2001,,19.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2002,,19.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2003,,19.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2004,,19.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2005,,19.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2006,,19.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2007,,19.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2008,,20.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2009,,20.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2010,,20.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2011,,20.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2012,,20.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2013,,20.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2014,,21.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2015,,20.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2016,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2017,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2018,,21.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2019,,20.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2020,,21.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2021,,20.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2022,,19.1,,A,Normal value,0,Units,1,One
