STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,DNK,Denmark,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2014,,83.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,DNK,Denmark,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2015,,81.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,CRI,Costa Rica,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2018,,79.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1986,,63.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1989,,71.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1992,,59.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1995,,58.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1999,,59.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2003,,62.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2006,,65.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2008,,71,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2010,,69.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2012,,67.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2014,,70.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2016,,68.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2018,,70.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2020,,74,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,KOR,Korea,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2022,,75.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2000,,56.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2001,,73.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2002,,71.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2005,,69.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2006,,69.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1991,,84.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1992,,86.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1993,,85.1,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1994,,84.8,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1995,,86.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1996,,86.7,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1997,,85.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1998,,84,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1999,,87.2,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2000,,86.7,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2001,,86.4,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2002,,86.8,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2003,,87.6,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2004,,88.9,,,,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2005,,90.4,,,,B,Time series break,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2006,,89.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2007,,91.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2008,,93.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2009,,93.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2010,,93.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2011,,93.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2012,,90.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2013,,91.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2014,,89.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2015,,87.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2016,,86.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2017,,88.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2018,,87.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,GBR,United Kingdom,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2019,,87.8,,,,B,Time series break,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2000,,64.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2001,,79.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2002,,79.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2005,,78.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,MEX,Mexico,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y15T24,From 15 to 24 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2006,,78.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,ITA,Italy,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1994,,77.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,ITA,Italy,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,1999,,73.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,ITA,Italy,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2000,,75.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,ITA,Italy,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2001,,78.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.0),Health status,I,ITA,Italy,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y25T44,From 25 to 44 years,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,G,Good/very good health,_Z,Not applicable,_Z,Not applicable,2002,,77.2,,,,,,,,,,,
