STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2007,,2.1992753623,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2006,,2.1448796602,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2005,,2.1180521397,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2004,,2.0982367758,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,2.3078982597,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,2.3334285714,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,2.3357335734,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,2.3390625,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,2.3608513383,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2018,,2.3513333333,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2017,,2.3376667807,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2016,,2.3464098074,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2015,,2.345082834,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2014,,2.3188821211,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2013,,2.302530253,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.72439754009247,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,JPN,Japan,2_6,Job strain,PT_SAL,Percentage of employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2005,,37.8463439941406,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2011,,71.171,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2010,,71.248,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2009,,71.306,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2008,,72.1940775586514,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2007,,71.6445550866753,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2006,,71.2858849842213,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2005,,71.2871593404893,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2004,,71.3376193745708,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,76.38,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,76.045,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,75.389,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,73.915,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,73.853,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2018,,73.473,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2017,,72.878,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2016,,72.328,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2015,,71.844,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2014,,71.737,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2013,,71.546,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2006,,494.94441793196,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,479.79,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,498.279256946497,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2015,,509.104138668807,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2012,,507.676529642374,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2013,,22.72677863,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2012,,17.70275744,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2011,,19.27090044,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,23.34305916,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2009,,24.70316285,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2008,,24.73805415,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2007,,21.68649181,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2006,,25.82947047,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2022,,18.33310733,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2021,,25.76244701,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2020,,22.0315612,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,27.04146333,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2018,,23.86410273,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2017,,28.71081539,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2016,,25.69900685,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2015,,23.98243663,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2017,,15.3518751263618,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2016,,16.1674842238426,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2015,,17.4088463187218,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2014,,16.6816234588623,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2013,,11.6208374500275,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2012,,12.4839268624783,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2011,,12.0854504406452,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2010,,11.3351851701736,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2020,,15.9478709101677,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,16.1744773387909,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2014,,5.45357036590576,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2013,,5.21868705749512,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2012,,5.25216388702393,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2011,,4.95811033248901,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2010,,5.26866674423218,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2009,,7.20984792709351,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2008,,5.10701894760132,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2007,,3.71076989173889,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,2_5,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2016,,4.39086818695068,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,USA,United States,7_2,Time spent in social interactions,H_WK,Hours per week,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2010,,5.559,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,USA,United States,7_2,Time spent in social interactions,H_WK,Hours per week,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2018,,5.063826,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SWE,Sweden,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.7788667678833,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUS,Australia,8_1_DEP,Not having a say in government,PT_POP_Y16T65,Percentage of population aged 16-65 years,_T,Total,_T,Total,_T,Total,HSL_8,Civic engagement,2012,,45.7103909,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,8.1169252231,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,9.7409174133,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,5.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,6.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2018,,7.7356321839,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2014,,7.1904761905,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2010,,5.7916666667,,A,Normal value,0,Units,2,Two,,
